,Holder,Shares,Date Reported,% Out,Value,Target
2,State Street Corporation,29105487.0,2022-06-29,0.0587,2792380422.0,AEP
3,"Wellington Management Group, LLP",19102123.0,2022-06-29,0.0385,1832657680.0,AEP
4,"Ameriprise Financial, Inc.",12138145.0,2022-06-29,0.0245,1164533631.0,AEP
5,Morgan Stanley,10591020.0,2022-06-29,0.0213,1016102458.0,AEP
6,Massachusetts Financial Services Co.,9888787.0,2022-06-29,0.0199,948730224.0,AEP
7,"Geode Capital Management, LLC",9838972.0,2022-06-29,0.019799999999999998,943950973.0,AEP
8,Price (T.Rowe) Associates Inc,9586395.0,2022-06-29,0.019299999999999998,919718736.0,AEP
9,Invesco Ltd.,8838776.0,2022-06-29,0.0178,847992169.0,AEP
0,"Berkshire Hathaway, Inc",151610700.0,2022-06-29,0.2029,21016275234.0,AXP
1,"Vanguard Group, Inc. (The)",46917849.0,2022-06-29,0.06280000000000001,6503752228.0,AXP
2,Blackrock Inc.,43887804.0,2022-06-29,0.0587,6083727390.0,AXP
3,State Street Corporation,31680046.0,2022-06-29,0.0424,4391487976.0,AXP
4,"Wellington Management Group, LLP",23880802.0,2022-06-29,0.032,3310356773.0,AXP
5,JP Morgan Chase & Company,15546505.0,2022-06-29,0.0208,2155056523.0,AXP
6,"Fisher Asset Management, LLC",15355219.0,2022-06-29,0.020499999999999997,2128540457.0,AXP
7,Massachusetts Financial Services Co.,13134897.0,2022-06-29,0.0176,1820759422.0,AXP
8,Morgan Stanley,12720345.0,2022-06-29,0.017,1763294223.0,AXP
9,Bank of America Corporation,10314862.0,2022-06-29,0.0138,1429846170.0,AXP
0,"Vanguard Group, Inc. (The)",78983821.0,2022-06-29,0.1039,4038442767.0,AIG
1,Blackrock Inc.,67039037.0,2022-06-29,0.0882,3427705961.0,AIG
2,Price (T.Rowe) Associates Inc,42626347.0,2022-06-29,0.056100000000000004,2179485122.0,AIG
3,State Street Corporation,34882648.0,2022-06-29,0.045899999999999996,1783549792.0,AIG
4,Capital Research Global Investors,31528804.0,2022-06-29,0.0415,1612067748.0,AIG
5,Harris Associates L.P.,26027259.0,2022-06-29,0.0342,1330773752.0,AIG
6,"FMR, LLC",20562817.0,2022-06-29,0.027000000000000003,1051376833.0,AIG
7,Invesco Ltd.,18208589.0,2022-06-29,0.0239,931005155.0,AIG
8,Diamond Hill Capital Management Inc,16453750.0,2022-06-29,0.0216,841280237.0,AIG
9,"Hotchkis & Wiley Capital Management, LLC",15398941.0,2022-06-29,0.0203,787347853.0,AIG
0,"Vanguard Group, Inc. (The)",60313758.0,2022-06-29,0.1295,15415593407.0,AMT
1,Blackrock Inc.,35875101.0,2022-06-29,0.0771,9169317064.0,AMT
2,State Street Corporation,21350193.0,2022-06-29,0.045899999999999996,5456895828.0,AMT
3,Cohen & Steers Inc.,17069209.0,2022-06-29,0.036699999999999997,4362719128.0,AMT
4,"Wellington Management Group, LLP",11727386.0,2022-06-29,0.0252,2997402587.0,AMT
5,"Geode Capital Management, LLC",10277417.0,2022-06-29,0.022099999999999998,2626805011.0,AMT
6,"FMR, LLC",9329088.0,2022-06-29,0.02,2384421601.0,AMT
7,"Akre Capital Management, LLC",6973187.0,2022-06-29,0.015,1782276865.0,AMT
8,Goldman Sachs Group Inc,6388837.0,2022-06-29,0.0137,1632922848.0,AMT
9,Edgewood Management Company,6325585.0,2022-06-29,0.013600000000000001,1616756270.0,AMT
0,"Vanguard Group, Inc. (The)",22327170.0,2022-06-29,0.12279999999999999,3321613080.0,AWK
1,Blackrock Inc.,16369948.0,2022-06-29,0.0901,2435357163.0,AWK
2,State Street Corporation,10526327.0,2022-06-29,0.0579,1566001667.0,AWK
3,Pictet Asset Management SA,7112897.0,2022-06-29,0.0391,1058185686.0,AWK
4,Impax Asset Management Group Plc,4906097.0,2022-06-29,0.027000000000000003,729880050.0,AWK
5,Deutsche Bank Aktiengesellschaft,4314760.0,2022-06-29,0.023700000000000002,641906845.0,AWK
6,"Geode Capital Management, LLC",3553972.0,2022-06-29,0.0196,528724414.0,AWK
7,Northern Trust Corporation,3559556.0,2022-06-29,0.0196,529555146.0,AWK
8,Invesco Ltd.,3163252.0,2022-06-29,0.0174,470597000.0,AWK
9,Bank of America Corporation,2820550.0,2022-06-29,0.0155,419613223.0,AWK
0,"Vanguard Group, Inc. (The)",13840986.0,2022-06-29,0.128,3289725552.0,AMP
1,Blackrock Inc.,8950974.0,2022-06-29,0.0828,2127467500.0,AMP
2,State Street Corporation,5031493.0,2022-06-29,0.04650000000000001,1195885256.0,AMP
3,"Aristotle Capital Management, LLC",4443051.0,2022-06-29,0.041100000000000005,1056024361.0,AMP
4,JP Morgan Chase & Company,3066150.0,2022-06-29,0.028300000000000002,728762532.0,AMP
5,Bank Of New York Mellon Corporation,2502669.0,2022-06-29,0.0231,594834367.0,AMP
6,"Geode Capital Management, LLC",2370517.0,2022-06-29,0.0219,563424480.0,AMP
7,Boston Partners,2312175.0,2022-06-29,0.021400000000000002,549557754.0,AMP
8,Morgan Stanley,2236051.0,2022-06-29,0.0207,531464601.0,AMP
9,Ubs Asset Management Americas Inc,1995703.0,2022-06-29,0.018500000000000003,474338689.0,AMP
0,"Vanguard Group, Inc. (The)",18927971.0,2022-06-29,0.0913,2677929337.0,ABC
1,Blackrock Inc.,17194508.0,2022-06-29,0.083,2432678991.0,ABC
2,JP Morgan Chase & Company,7521705.0,2022-06-29,0.0363,1064170823.0,ABC
3,State Street Corporation,6824784.0,2022-06-29,0.0329,965570440.0,ABC
4,"FMR, LLC",5664668.0,2022-06-29,0.0273,801437228.0,ABC
5,Boston Partners,4527177.0,2022-06-29,0.0218,640505001.0,ABC
6,Invesco Ltd.,3840716.0,2022-06-29,0.018500000000000003,543384499.0,ABC
7,"Geode Capital Management, LLC",2941455.0,2022-06-29,0.014199999999999999,416157053.0,ABC
8,FIL LTD,2495114.0,2022-06-29,0.012,353008728.0,ABC
9,Morgan Stanley,2208699.0,2022-06-29,0.010700000000000001,312486734.0,ABC
0,"Vanguard Group, Inc. (The)",24820530.0,2022-06-29,0.1081,2727528041.0,AME
1,Blackrock Inc.,15416054.0,2022-06-29,0.06709999999999999,1694070174.0,AME
2,State Street Corporation,8940695.0,2022-06-29,0.038900000000000004,982492973.0,AME
3,Massachusetts Financial Services Co.,8197694.0,2022-06-29,0.035699999999999996,900844593.0,AME
4,JP Morgan Chase & Company,5564173.0,2022-06-29,0.0242,611446970.0,AME
5,"FMR, LLC",4997219.0,2022-06-29,0.0218,549144395.0,AME
6,"AllianceBernstein, L.P.",4863277.0,2022-06-29,0.0212,534425509.0,AME
7,"Alecta Pensionsforsakring, Omsesidigt",4684365.0,2022-06-29,0.0204,514764869.0,AME
8,"Geode Capital Management, LLC",4438149.0,2022-06-29,0.019299999999999998,487708193.0,AME
9,Capital International Investors,4065918.0,2022-06-29,0.0177,446803729.0,AME
0,Blackrock Inc.,46825552.0,2022-06-29,0.0875,11392656801.0,AMGN
1,"Vanguard Group, Inc. (The)",46148617.0,2022-06-29,0.0863,11227958516.0,AMGN
2,State Street Corporation,29280927.0,2022-06-29,0.0547,7124049539.0,AMGN
3,Primecap Management Company,15638620.0,2022-06-29,0.0292,3804876246.0,AMGN
4,Morgan Stanley,14119974.0,2022-06-29,0.0264,3435389674.0,AMGN
5,Capital Research Global Investors,14095336.0,2022-06-29,0.0263,3429395248.0,AMGN
6,"Geode Capital Management, LLC",10698006.0,2022-06-29,0.02,2602824859.0,AMGN
7,"Charles Schwab Investment Management, Inc.",8948631.0,2022-06-29,0.0167,2177201922.0,AMGN
8,"FMR, LLC",8911384.0,2022-06-29,0.0167,2168139727.0,AMGN
9,Wells Fargo & Company,7508899.0,2022-06-29,0.013999999999999999,1826915126.0,AMGN
0,"Vanguard Group, Inc. (The)",69805143.0,2022-06-29,0.1174,4494055106.0,APH
1,"FMR, LLC",51614854.0,2022-06-29,0.0868,3322964300.0,APH
2,Blackrock Inc.,44601131.0,2022-06-29,0.075,2871420813.0,APH
3,Bank Of New York Mellon Corporation,26574107.0,2022-06-29,0.0447,1710841008.0,APH
4,State Street Corporation,24206612.0,2022-06-29,0.0407,1558421680.0,APH
5,Price (T.Rowe) Associates Inc,21358712.0,2022-06-29,0.0359,1375073878.0,APH
6,"AllianceBernstein, L.P.",17185829.0,2022-06-29,0.028900000000000002,1106423671.0,APH
7,"Alecta Pensionsforsakring, Omsesidigt",13563000.0,2022-06-29,0.022799999999999997,873185940.0,APH
8,JP Morgan Chase & Company,12373268.0,2022-06-29,0.0208,796590993.0,APH
9,"Geode Capital Management, LLC",11467220.0,2022-06-29,0.019299999999999998,738259623.0,APH
0,"Vanguard Group, Inc. (The)",45739493.0,2022-06-29,0.0889,6682082532.0,ADI
1,Blackrock Inc.,40189784.0,2022-06-29,0.0781,5871325544.0,ADI
2,JP Morgan Chase & Company,24449074.0,2022-06-29,0.0475,3571765220.0,ADI
3,State Street Corporation,20164314.0,2022-06-29,0.0392,2945804632.0,ADI
4,Massachusetts Financial Services Co.,10700964.0,2022-06-29,0.0208,1563303830.0,ADI
5,"Wellington Management Group, LLP",10094272.0,2022-06-29,0.0196,1474672196.0,ADI
6,"Franklin Resources, Inc.",9446213.0,2022-06-29,0.0184,1379997257.0,ADI
7,"Geode Capital Management, LLC",9083282.0,2022-06-29,0.0177,1326976667.0,ADI
8,Invesco Ltd.,8845620.0,2022-06-29,0.0172,1292256625.0,ADI
9,"Ameriprise Financial, Inc.",8755937.0,2022-06-29,0.017,1279154836.0,ADI
0,"Vanguard Group, Inc. (The)",9610412.0,2022-06-29,0.1104,2299675487.0,ANSS
1,Blackrock Inc.,8740158.0,2022-06-29,0.10039999999999999,2091432407.0,ANSS
2,"Aristotle Capital Management, LLC",4513921.0,2022-06-29,0.0518,1080136156.0,ANSS
3,State Street Corporation,3369433.0,2022-06-29,0.0387,806271622.0,ANSS
4,"FMR, LLC",2857563.0,2022-06-29,0.032799999999999996,683786250.0,ANSS
5,Massachusetts Financial Services Co.,2327705.0,2022-06-29,0.026699999999999998,556996529.0,ANSS
6,BAMCO Inc.,1894146.0,2022-06-29,0.0218,453250196.0,ANSS
7,"Geode Capital Management, LLC",1742370.0,2022-06-29,0.02,416931717.0,ANSS
8,Ownership Capital B.V.,1344186.0,2022-09-29,0.0154,298006036.0,ANSS
9,"Select Equity Group, Inc.",1286875.0,2022-06-29,0.0148,307936318.0,ANSS
0,"Vanguard Group, Inc. (The)",17922637.0,2022-06-29,0.085,4833376746.0,AON
1,Massachusetts Financial Services Co.,16424298.0,2022-06-29,0.0779,4429304684.0,AON
2,Blackrock Inc.,13590766.0,2022-06-29,0.0644,3665157774.0,AON
3,Capital World Investors,9630309.0,2022-06-29,0.045700000000000005,2597101731.0,AON
4,State Street Corporation,8819969.0,2022-06-29,0.0418,2378569239.0,AON
5,Capital International Investors,5769092.0,2022-06-29,0.0274,1555808730.0,AON
6,Mawer Investment Management Limited,5371672.0,2022-06-29,0.0255,1448632504.0,AON
7,"WCM Investment Management, LLC",5280665.0,2022-09-29,0.025,1414531733.0,AON
8,Lazard Asset Management LLC,5016500.0,2022-06-29,0.023799999999999998,1352849720.0,AON
9,"Berkshire Hathaway, Inc",4396000.0,2022-06-29,0.0208,1185513280.0,AON
0,"Vanguard Group, Inc. (The)",41679671.0,2022-06-29,0.1276,1454620517.0,APA
1,Blackrock Inc.,26691805.0,2022-06-29,0.0817,931543994.0,APA
2,State Street Corporation,22845426.0,2022-06-29,0.07,797305367.0,APA
3,Harris Associates L.P.,16672747.0,2022-06-29,0.051100000000000007,581878870.0,APA
4,"Hotchkis & Wiley Capital Management, LLC",12046438.0,2022-06-29,0.0369,420420686.0,APA
5,Invesco Ltd.,11610694.0,2022-06-29,0.0356,405213220.0,APA
6,"Geode Capital Management, LLC",7444246.0,2022-06-29,0.022799999999999997,259804185.0,APA
7,"FMR, LLC",5094147.0,2022-06-29,0.015600000000000001,177785730.0,APA
8,Bank of America Corporation,4853068.0,2022-06-29,0.0149,169372073.0,APA
9,"Shaw D.E. & Co., Inc.",4597802.0,2022-06-29,0.0141,160463289.0,APA
0,"Vanguard Group, Inc. (The)",1277319054.0,2022-06-29,0.0795,174635061062.0,AAPL
1,Blackrock Inc.,1028688317.0,2022-06-29,0.064,140642266700.0,AAPL
2,"Berkshire Hathaway, Inc",894802319.0,2022-06-29,0.0557,122337373053.0,AAPL
3,State Street Corporation,598178524.0,2022-06-29,0.037200000000000004,81782967801.0,AAPL
4,"FMR, LLC",344317974.0,2022-06-29,0.021400000000000002,47075153405.0,AAPL
5,"Geode Capital Management, LLC",278256192.0,2022-06-29,0.0173,38043186570.0,AAPL
6,Price (T.Rowe) Associates Inc,237910783.0,2022-06-29,0.0148,32527162251.0,AAPL
7,Morgan Stanley,182450565.0,2022-06-29,0.011399999999999999,24944641246.0,AAPL
8,Northern Trust Corporation,179828922.0,2022-06-29,0.011200000000000002,24586210215.0,AAPL
9,Bank of America Corporation,149133915.0,2022-06-29,0.009300000000000001,20389588858.0,AAPL
0,"Vanguard Group, Inc. (The)",73577072.0,2022-06-29,0.0855,6694042010.0,AMAT
1,Blackrock Inc.,70490365.0,2022-06-29,0.0819,6413213407.0,AMAT
2,State Street Corporation,38890549.0,2022-06-29,0.0452,3538262148.0,AMAT
3,Capital World Investors,32368838.0,2022-06-29,0.037599999999999995,2944916881.0,AMAT
4,Capital International Investors,18996379.0,2022-06-29,0.022099999999999998,1728290561.0,AMAT
5,"Geode Capital Management, LLC",16492625.0,2022-06-29,0.0192,1500499022.0,AMAT
6,Bank Of New York Mellon Corporation,12673828.0,2022-06-29,0.0147,1153064871.0,AMAT
7,"FMR, LLC",11510780.0,2022-06-29,0.0134,1047250764.0,AMAT
8,Northern Trust Corporation,10412696.0,2022-06-29,0.0121,947347082.0,AMAT
9,Nuveen Asset Management,10238444.0,2022-06-29,0.011899999999999999,931493635.0,AMAT
0,"Vanguard Group, Inc. (The)",29154873.0,2022-06-29,0.113,2596824538.0,APTV
1,Blackrock Inc.,21170810.0,2022-06-29,0.0821,1885684046.0,APTV
2,Capital Research Global Investors,11071214.0,2022-06-29,0.0429,986113030.0,APTV
3,State Street Corporation,10176590.0,2022-06-29,0.0395,906428871.0,APTV
4,"AllianceBernstein, L.P.",8367986.0,2022-06-29,0.032400000000000005,745336513.0,APTV
5,Massachusetts Financial Services Co.,6141576.0,2022-06-29,0.023799999999999998,547030174.0,APTV
6,"ClearBridge Investments, LLC",5906207.0,2022-06-29,0.0229,526065857.0,APTV
7,"American Century Companies, Inc.",5284954.0,2022-06-29,0.020499999999999997,470730852.0,APTV
8,"Geode Capital Management, LLC",5237497.0,2022-06-29,0.0203,466503857.0,APTV
9,"Sands Capital Management, LLC",5209526.0,2022-06-29,0.0202,464012480.0,APTV
0,Artisan Partners Limited Partnership,34906858.0,2022-06-29,0.0946,1587912970.0,ACGL
1,"Vanguard Group, Inc. (The)",34265112.0,2022-06-29,0.0928,1558719944.0,ACGL
2,BAMCO Inc.,21491448.0,2022-06-29,0.0582,977645969.0,ACGL
3,Capital World Investors,19227227.0,2022-06-29,0.0521,874646556.0,ACGL
4,Blackrock Inc.,18281916.0,2022-06-29,0.0495,831644358.0,ACGL
5,"FPR Partners, LLC",10476738.0,2022-06-29,0.028399999999999998,476586811.0,ACGL
6,"Allspring Global Investments Holdings, LLC",10483089.0,2022-09-29,0.028399999999999998,477399873.0,ACGL
7,Capital Research Global Investors,9698762.0,2022-06-29,0.0263,441196683.0,ACGL
8,State Street Corporation,8085738.0,2022-06-29,0.0219,367820221.0,ACGL
9,"Wellington Management Group, LLP",6921847.0,2022-06-29,0.018799999999999997,314874820.0,ACGL
0,"Vanguard Group, Inc. (The)",25736881.0,2022-06-29,0.08460000000000001,2412575224.0,ANET
1,Blackrock Inc.,17699370.0,2022-06-29,0.0582,1659138943.0,ANET
2,"AllianceBernstein, L.P.",10553081.0,2022-06-29,0.0347,989245812.0,ANET
3,State Street Corporation,8662244.0,2022-06-29,0.0285,811998752.0,ANET
4,Capital World Investors,7598018.0,2022-06-29,0.025,712238207.0,ANET
5,"Wellington Management Group, LLP",6369463.0,2022-06-29,0.0209,597073461.0,ANET
6,Artisan Partners Limited Partnership,5724904.0,2022-06-29,0.018799999999999997,536652500.0,ANET
7,"Geode Capital Management, LLC",4522683.0,2022-06-29,0.0149,423956304.0,ANET
8,Capital Research Global Investors,4493985.0,2022-06-29,0.0148,421266153.0,ANET
9,Eaton Vance Management,4286019.0,2022-06-29,0.0141,401771421.0,ANET
0,"Vanguard Group, Inc. (The)",25516967.0,2022-06-29,0.1213,4160286299.0,AJG
1,Blackrock Inc.,16301478.0,2022-06-29,0.0775,2657792973.0,AJG
2,"FMR, LLC",10232531.0,2022-06-29,0.048600000000000004,1668311854.0,AJG
3,State Street Corporation,9076180.0,2022-06-29,0.0432,1479780387.0,AJG
4,JP Morgan Chase & Company,8235244.0,2022-06-29,0.0392,1342674181.0,AJG
5,Baillie Gifford and Company,7136552.0,2022-09-29,0.0339,1221920433.0,AJG
6,Norges Bank Investment Management,6911540.0,2021-12-30,0.0329,1172680991.0,AJG
7,Capital International Investors,6779724.0,2022-06-29,0.0322,1105366200.0,AJG
8,Massachusetts Financial Services Co.,5234199.0,2022-06-29,0.024900000000000002,853383804.0,AJG
9,"Geode Capital Management, LLC",4381418.0,2022-06-29,0.0208,714346390.0,AJG
0,"Vanguard Group, Inc. (The)",6655449.0,2022-06-29,0.1251,1150394359.0,AIZ
1,Price (T.Rowe) Associates Inc,6179888.0,2022-06-29,0.1161,1068193640.0,AIZ
2,Blackrock Inc.,5064049.0,2022-06-29,0.09519999999999999,875320869.0,AIZ
3,"FMR, LLC",3582230.0,2022-06-29,0.0673,619188455.0,AIZ
4,State Street Corporation,2897607.0,2022-06-29,0.0545,500851369.0,AIZ
5,Bank Of New York Mellon Corporation,2147166.0,2022-06-29,0.0404,371137643.0,AIZ
6,Invesco Ltd.,1670840.0,2022-06-29,0.031400000000000004,288804694.0,AIZ
7,"Geode Capital Management, LLC",1163066.0,2022-06-29,0.0219,201035958.0,AIZ
8,Massachusetts Financial Services Co.,1074746.0,2022-06-29,0.0202,185769846.0,AIZ
9,Lyrical Asset Management LP,1005626.0,2022-06-29,0.0189,173822454.0,AIZ
0,"Vanguard Group, Inc. (The)",17608205.0,2022-06-29,0.1259,1973879780.0,ATO
1,Blackrock Inc.,13524393.0,2022-06-29,0.0967,1516084455.0,ATO
2,State Street Corporation,10427126.0,2022-06-29,0.0745,1168880824.0,ATO
3,"Aristotle Capital Management, LLC",10017008.0,2022-06-29,0.0716,1122906596.0,ATO
4,Deutsche Bank Aktiengesellschaft,4917780.0,2022-06-29,0.0352,551283138.0,ATO
5,GQG Partners LLC,4415431.0,2022-06-29,0.0316,494969815.0,ATO
6,"American Century Companies, Inc.",3498866.0,2022-06-29,0.025,392222878.0,ATO
7,Invesco Ltd.,2861401.0,2022-06-29,0.020499999999999997,320763052.0,ATO
8,"Geode Capital Management, LLC",2858858.0,2022-06-29,0.0204,320477981.0,ATO
9,Legal & General Group PLC,1965724.0,2022-06-29,0.0141,220357660.0,ATO
0,"Vanguard Group, Inc. (The)",17971443.0,2022-06-29,0.0833,3090369338.0,ADSK
1,Blackrock Inc.,15876505.0,2022-06-29,0.0736,2730123799.0,ADSK
2,"Polen Capital Management, LLC",8421390.0,2022-06-29,0.039,1448142224.0,ADSK
3,State Street Corporation,8424406.0,2022-06-29,0.039,1448660855.0,ADSK
4,"Loomis Sayles & Company, LP",7532876.0,2022-06-29,0.0349,1295353356.0,ADSK
5,Brown Advisory Inc.,5551963.0,2022-06-29,0.025699999999999997,954715557.0,ADSK
6,Norges Bank Investment Management,5351912.0,2021-12-30,0.0248,1504904135.0,ADSK
7,"Aristotle Capital Management, LLC",5282642.0,2022-06-29,0.0245,908403118.0,ADSK
8,"FMR, LLC",5262412.0,2022-06-29,0.024399999999999998,904924367.0,ADSK
9,Ninety One UK Ltd,4132447.0,2022-06-29,0.0191,710615586.0,ADSK
0,"Vanguard Group, Inc. (The)",1906497.0,2022-06-29,0.10039999999999999,4097290832.0,AZO
1,Blackrock Inc.,1510759.0,2022-06-29,0.0796,3246802382.0,AZO
2,JP Morgan Chase & Company,1262333.0,2022-06-29,0.0665,2712905096.0,AZO
3,"FMR, LLC",1002575.0,2022-06-29,0.0528,2154653984.0,AZO
4,State Street Corporation,846262.0,2022-06-29,0.0446,1818718589.0,AZO
5,Fiera Capital Corporation,677540.0,2022-06-29,0.035699999999999996,1456114764.0,AZO
6,Boston Partners,673587.0,2022-06-29,0.0355,1447619293.0,AZO
7,"Geode Capital Management, LLC",456729.0,2022-06-29,0.0241,981565428.0,AZO
8,Royal Bank of Canada,454466.0,2022-06-29,0.0239,976701969.0,AZO
9,"AllianceBernstein, L.P.",302749.0,2022-06-29,0.0159,650643930.0,AZO
0,"Vanguard Group, Inc. (The)",22773609.0,2022-06-29,0.1629,4423773548.0,AVB
1,Blackrock Inc.,14366571.0,2022-06-29,0.1027,2790706416.0,AVB
2,State Street Corporation,9552447.0,2022-06-29,0.0683,1855562829.0,AVB
3,Norges Bank Investment Management,5936186.0,2021-12-30,0.0425,1499421221.0,AVB
4,Price (T.Rowe) Associates Inc,5465899.0,2022-06-29,0.0391,1061750880.0,AVB
5,"Principal Financial Group, Inc.",5043581.0,2022-06-29,0.0361,979715609.0,AVB
6,JP Morgan Chase & Company,3752518.0,2022-06-29,0.0268,728926621.0,AVB
7,Invesco Ltd.,3427586.0,2022-06-29,0.0245,665808580.0,AVB
8,"Geode Capital Management, LLC",3011028.0,2022-06-29,0.0215,584892189.0,AVB
9,"Wellington Management Group, LLP",2619294.0,2022-06-29,0.0187,508797859.0,AVB
0,"Vanguard Group, Inc. (The)",9729543.0,2022-06-29,0.1197,1574921125.0,AVY
1,Price (T.Rowe) Associates Inc,6398230.0,2022-06-29,0.0787,1035681490.0,AVY
2,Blackrock Inc.,6367477.0,2022-06-29,0.0784,1030703501.0,AVY
3,State Street Corporation,3790305.0,2022-06-29,0.0466,613536670.0,AVY
4,Victory Capital Management Inc.,2242414.0,2022-06-29,0.0276,362979554.0,AVY
5,Lazard Asset Management LLC,1918645.0,2022-06-29,0.0236,310571066.0,AVY
6,"Ameriprise Financial, Inc.",1640915.0,2022-06-29,0.0202,265614911.0,AVY
7,"Neuberger Berman Group, LLC",1620757.0,2022-06-29,0.0199,262351935.0,AVY
8,"Geode Capital Management, LLC",1579747.0,2022-06-29,0.0194,255713646.0,AVY
9,Invesco Ltd.,1556364.0,2022-06-29,0.0192,251928640.0,AVY
0,Capital World Investors,120131578.0,2022-06-29,0.145,3468198656.0,BKR
1,"Vanguard Group, Inc. (The)",112909088.0,2022-06-29,0.1363,3259685370.0,BKR
2,Capital Research Global Investors,109506960.0,2022-06-29,0.1322,3161465935.0,BKR
3,Blackrock Inc.,80158546.0,2022-06-29,0.0968,2314177223.0,BKR
4,State Street Corporation,65088442.0,2022-06-29,0.0786,1879103320.0,BKR
5,JP Morgan Chase & Company,37882259.0,2022-06-29,0.045700000000000005,1093660817.0,BKR
6,General Electric Company,33139243.0,2022-09-29,0.04,694598533.0,BKR
7,"FMR, LLC",26877366.0,2022-06-29,0.032400000000000005,775949556.0,BKR
8,Dodge & Cox Inc,23552310.0,2022-06-29,0.028399999999999998,679955189.0,BKR
9,Norges Bank Investment Management,20832453.0,2021-12-30,0.025099999999999997,501228819.0,BKR
0,"Vanguard Group, Inc. (The)",35484190.0,2022-06-29,0.11289999999999999,2440247746.0,BALL
1,Price (T.Rowe) Associates Inc,27295137.0,2022-06-29,0.0868,1877086571.0,BALL
2,Blackrock Inc.,25691706.0,2022-06-29,0.0817,1766818621.0,BALL
3,State Street Corporation,14172542.0,2022-06-29,0.0451,974645713.0,BALL
4,"Parnassus Investments, LLC",12053181.0,2022-06-29,0.0383,828897257.0,BALL
5,Goldman Sachs Group Inc,6922692.0,2022-06-29,0.022000000000000002,476073528.0,BALL
6,"Geode Capital Management, LLC",6523206.0,2022-06-29,0.0208,448600876.0,BALL
7,Morgan Stanley,6268725.0,2022-06-29,0.0199,431100218.0,BALL
8,"Sustainable Growth Advisors, LP",5277142.0,2022-06-29,0.0168,362909055.0,BALL
9,Massachusetts Financial Services Co.,3996714.0,2022-06-29,0.0127,274854021.0,BALL
0,"Berkshire Hathaway, Inc",1010100606.0,2022-06-29,0.1257,31444431864.0,BAC
1,"Vanguard Group, Inc. (The)",599144507.0,2022-06-29,0.0746,18651368502.0,BAC
