Source,Target,Weight
"Brown Capital Management, LLC",TECH,291034437
"Geode Capital Management, LLC",TECH,272748137
"Winslow Capital Management, Llc",TECH,268680317
Df Dent & Co Inc,TECH,237110772
Primecap Management Company,BIIB,3207267712
Blackrock Inc.,BIIB,2949677828
"Vanguard Group, Inc. (The)",BIIB,2418732886
State Street Corporation,BIIB,1402471111
"Wellington Management Group, LLP",BIIB,1282114696
"Geode Capital Management, LLC",BIIB,661891960
"ClearBridge Investments, LLC",BIIB,401192807
JP Morgan Chase & Company,BIIB,402799854
Northern Trust Corporation,BIIB,348651133
Deutsche Bank Aktiengesellschaft,BIIB,339947382
"Vanguard Group, Inc. (The)",BLK,7946468280
Blackrock Inc.,BLK,5799057189
State Street Corporation,BLK,3690503459
Temasek Holdings (Private) Limited,BLK,3101734138
Bank of America Corporation,BLK,2531560025
Capital International Investors,BLK,2124403995
JP Morgan Chase & Company,BLK,2091300844
"Wellington Management Group, LLP",BLK,1885069546
Morgan Stanley,BLK,1730508593
Capital World Investors,BLK,1690936219
"Berkshire Hathaway, Inc",BK,3018029364
"Vanguard Group, Inc. (The)",BK,2771346122
Blackrock Inc.,BK,2627088750
Dodge & Cox Inc,BK,2451484478
State Street Corporation,BK,1361708497
Artisan Partners Limited Partnership,BK,914094045
"FMR, LLC",BK,711591536
"American Century Companies, Inc.",BK,687631977
"First Eagle Investment Management, LLC",BK,688634811
"Geode Capital Management, LLC",BK,601439847
Newport Trust Co,BA,6108486356
"Vanguard Group, Inc. (The)",BA,6088079118
Blackrock Inc.,BA,4470121513
State Street Corporation,BA,3589683405
"FMR, LLC",BA,2447493490
"Loomis Sayles & Company, LP",BA,1866925135
"Geode Capital Management, LLC",BA,1256894304
Capital World Investors,BA,1225656518
Morgan Stanley,BA,951430788
Bank of America Corporation,BA,848719751
"Vanguard Group, Inc. (The)",BKNG,5577791458
Blackrock Inc.,BKNG,4678859570
Capital World Investors,BKNG,3213340622
State Street Corporation,BKNG,2712886372
Price (T.Rowe) Associates Inc,BKNG,2337007433
Bank Of New York Mellon Corporation,BKNG,1626485493
"FMR, LLC",BKNG,1525789143
Dodge & Cox Inc,BKNG,1486940577
Nuveen Asset Management,BKNG,1324842435
JP Morgan Chase & Company,BKNG,1313400542
"Vanguard Group, Inc. (The)",BWA,883454532
Blackrock Inc.,BWA,661314546
Harris Associates L.P.,BWA,388714048
State Street Corporation,BWA,325848072
Victory Capital Management Inc.,BWA,325430146
Diamond Hill Capital Management Inc,BWA,233303985
Dimensional Fund Advisors LP,BWA,221734773
"American Century Companies, Inc.",BWA,211052202
"FMR, LLC",BWA,178891464
"Geode Capital Management, LLC",BWA,161176232
"Vanguard Group, Inc. (The)",BXP,2085275930
Blackrock Inc.,BXP,1518951330
Norges Bank Investment Management,BXP,1501665469
State Street Corporation,BXP,980894342
TCI Fund Management Ltd,BXP,940028854
Apg Asset Management US Inc.,BXP,666298879
JP Morgan Chase & Company,BXP,618249501
Capital World Investors,BXP,466903953
Putnam Investments LLC,BXP,298583156
"Geode Capital Management, LLC",BXP,280520305
Blackrock Inc.,BSX,4705636927
"Vanguard Group, Inc. (The)",BSX,4292674369
Massachusetts Financial Services Co.,BSX,3115981308
"FMR, LLC",BSX,2905869111
State Street Corporation,BSX,2373016865
"Wellington Management Group, LLP",BSX,2372609169
JP Morgan Chase & Company,BSX,1919769314
Primecap Management Company,BSX,1409536827
Bollard Group LLC,BSX,976324584
Janus Henderson Group PLC,BSX,970700653
"Vanguard Group, Inc. (The)",BMY,15155763238
Blackrock Inc.,BMY,13139685174
JP Morgan Chase & Company,BMY,7527540020
State Street Corporation,BMY,7155484413
"FMR, LLC",BMY,5534947572
Bank of America Corporation,BMY,3590932730
Capital International Investors,BMY,2933539224
"Geode Capital Management, LLC",BMY,2927219064
Morgan Stanley,BMY,2785286812
"Wellington Management Group, LLP",BMY,2753535015
"Vanguard Group, Inc. (The)",AVGO,18189930237
Capital World Investors,AVGO,15364699753
Blackrock Inc.,AVGO,14265297148
Capital International Investors,AVGO,14186993321
Capital Research Global Investors,AVGO,9804510541
State Street Corporation,AVGO,7620461326
Bank of America Corporation,AVGO,4196676486
"Geode Capital Management, LLC",AVGO,3521162053
"Ameriprise Financial, Inc.",AVGO,2623600873
"Charles Schwab Investment Management, Inc.",AVGO,2601770029
"Vanguard Group, Inc. (The)",BR,1983073776
Blackrock Inc.,BR,1392206449
Morgan Stanley,BR,703841195
State Street Corporation,BR,660757453
Price (T.Rowe) Associates Inc,BR,613122232
Apg Asset Management N.V.,BR,569261593
Baillie Gifford and Company,BR,522938545
Janus Henderson Group PLC,BR,468316093
"Geode Capital Management, LLC",BR,335418581
Jensen Investment Management Inc,BR,247560597
"Vanguard Group, Inc. (The)",BRO,1591320752
"Select Equity Group, Inc.",BRO,1104372057
Blackrock Inc.,BRO,953246838
State Street Corporation,BRO,641474669
"Principal Financial Group, Inc.",BRO,558864121
Atlanta Capital Management Company LLC,BRO,353855377
"First Eagle Investment Management, LLC",BRO,349901500
"Allspring Global Investments Holdings, LLC",BRO,356305582
Price (T.Rowe) Associates Inc,BRO,312441736
"Geode Capital Management, LLC",BRO,291289753
"Vanguard Group, Inc. (The)",CHRW,1584617766
Blackrock Inc.,CHRW,1562185801
"First Eagle Investment Management, LLC",CHRW,1076185988
State Street Corporation,CHRW,904459430
"Geode Capital Management, LLC",CHRW,280355258
"Parnassus Investments, LLC",CHRW,253412126
Price (T.Rowe) Associates Inc,CHRW,247381726
"Ancora Advisors, Llc",CHRW,231881442
Morgan Stanley,CHRW,182052004
Invesco Ltd.,CHRW,151692399
Blackrock Inc.,CDNS,4920800063
"Vanguard Group, Inc. (The)",CDNS,4791188696
Massachusetts Financial Services Co.,CDNS,2839108158
State Street Corporation,CDNS,1676747882
"FMR, LLC",CDNS,1551945276
"Geode Capital Management, LLC",CDNS,888008816
Alkeon Capital Management LLC,CDNS,535669362
Northern Trust Corporation,CDNS,460807393
Janus Henderson Group PLC,CDNS,457955172
Ubs Asset Management Americas Inc,CDNS,448911514
"Vanguard Group, Inc. (The)",CZR,845837652
Capital Research Global Investors,CZR,752097597
"FMR, LLC",CZR,734045314
Blackrock Inc.,CZR,656551698
Capital World Investors,CZR,488565485
Janus Henderson Group PLC,CZR,425963522
"Point Break Capital Management, LLC",CZR,338021705
State Street Corporation,CZR,290630166
"HG Vora Capital Management, LLC",CZR,191500000
"Geode Capital Management, LLC",CZR,161240855
"Vanguard Group, Inc. (The)",CPT,2301440021
Blackrock Inc.,CPT,1320511298
Cohen & Steers Inc.,CPT,1285812365
State Street Corporation,CPT,917851416
JP Morgan Chase & Company,CPT,595755006
"Geode Capital Management, LLC",CPT,313266587
Norges Bank Investment Management,CPT,409197212
Price (T.Rowe) Associates Inc,CPT,286594227
Goldman Sachs Group Inc,CPT,269679602
Invesco Ltd.,CPT,265583207
"Vanguard Group, Inc. (The)",CPB,1126437927
Blackrock Inc.,CPB,760632893
State Street Corporation,CPB,605857981
Invesco Ltd.,CPB,305649509
"Beutel, Goodman & Company Ltd",CPB,302088428
Price (T.Rowe) Associates Inc,CPB,243931110
Bank Of New York Mellon Corporation,CPB,211635023
Brandywine Trust Company,CPB,200572904
"Geode Capital Management, LLC",CPB,195839787
State Farm Mutual Automobile Insurance Co,CPB,184512000
Dodge & Cox Inc,COF,3694324322
"Vanguard Group, Inc. (The)",COF,3303903867
Blackrock Inc.,COF,3098289590
Capital World Investors,COF,2172690323
State Street Corporation,COF,1911065899
JP Morgan Chase & Company,COF,1417105798
Bank of America Corporation,COF,1220816318
"Davis Selected Advisers, LP",COF,1141940737
"Aristotle Capital Management, LLC",COF,1104871185
"Fisher Asset Management, LLC",COF,817688642
"Vanguard Group, Inc. (The)",CAH,1756499740
Blackrock Inc.,CAH,1190918843
State Street Corporation,CAH,1064781872
Price (T.Rowe) Associates Inc,CAH,619042234
"FMR, LLC",CAH,311714340
Bank Of New York Mellon Corporation,CAH,290209469
Invesco Ltd.,CAH,290265189
"Geode Capital Management, LLC",CAH,277568387
Amundi,CAH,263641307
Morgan Stanley,CAH,225331736
"Vanguard Group, Inc. (The)",KMX,1615059313
"Principal Financial Group, Inc.",KMX,940016987
Blackrock Inc.,KMX,925535663
"Akre Capital Management, LLC",KMX,664864412
Capital Research Global Investors,KMX,642633747
"Ruane, Cunniff & Goldfarb L.P.",KMX,606940382
Primecap Management Company,KMX,563502834
State Street Corporation,KMX,551729396
Manufacturers Life Insurance Co.,KMX,490753024
Janus Henderson Group PLC,KMX,406716738
"Vanguard Group, Inc. (The)",CCL,790921244
Blackrock Inc.,CCL,445164793
Public Investment Fund,CCL,439687509
Truist Financial Corp,CCL,257979755
State Street Corporation,CCL,260811262
"Geode Capital Management, LLC",CCL,136437029
Primecap Management Company,CCL,124529067
Northern Trust Corporation,CCL,112831214
Morgan Stanley,CCL,84553006
Invesco Ltd.,CCL,75612729
"Vanguard Group, Inc. (The)",CARR,3306426081
Capital Research Global Investors,CARR,2785816042
Capital World Investors,CARR,2695635361
Blackrock Inc.,CARR,2092739122
Capital International Investors,CARR,1975042436
State Street Corporation,CARR,1188194195
Dodge & Cox Inc,CARR,657124507
Nuveen Asset Management,CARR,590178776
"Geode Capital Management, LLC",CARR,585693961
Fiera Capital Corporation,CARR,534431142
Price (T.Rowe) Associates Inc,CTLT,2392949059
"Vanguard Group, Inc. (The)",CTLT,2043316484
Blackrock Inc.,CTLT,1640844550
Capital World Investors,CTLT,1105074768
State Street Corporation,CTLT,757440148
Janus Henderson Group PLC,CTLT,753583287
Veritas Asset Management LLP,CTLT,739447078
"Franklin Resources, Inc.",CTLT,609352589
Artisan Partners Limited Partnership,CTLT,561424107
JP Morgan Chase & Company,CTLT,520317446
"Vanguard Group, Inc. (The)",CAT,8683657590
State Street Corporation,CAT,7110794291
Blackrock Inc.,CAT,6559578715
Capital World Investors,CAT,4848066479
State Farm Mutual Automobile Insurance Co,CAT,3175005697
"Geode Capital Management, LLC",CAT,1589116336
"Fisher Asset Management, LLC",CAT,1341284187
Bill & Melinda Gates Foundation Trust,CAT,1314532038
Northern Trust Corporation,CAT,1284053279
"FMR, LLC",CAT,1116680828
"Vanguard Group, Inc. (The)",CBOE,1419144753
Blackrock Inc.,CBOE,1070239181
Price (T.Rowe) Associates Inc,CBOE,561767629
State Street Corporation,CBOE,542153500
Janus Henderson Group PLC,CBOE,321374594
"Parnassus Investments, LLC",CBOE,280409095
"Renaissance Technologies, LLC",CBOE,265659646
Massachusetts Financial Services Co.,CBOE,263201838
"Geode Capital Management, LLC",CBOE,248920430
"FMR, LLC",CBOE,167135674
"Vanguard Group, Inc. (The)",CBRE,3857415157
Blackrock Inc.,CBRE,2303175929
State Street Corporation,CBRE,1056730290
Harris Associates L.P.,CBRE,844885863
"FMR, LLC",CBRE,809705509
"ValueAct Holdings, L.P.",CBRE,679785700
"Geode Capital Management, LLC",CBRE,524556563
Invesco Ltd.,CBRE,463316282
Baillie Gifford and Company,CBRE,416122863
"Principal Financial Group, Inc.",CBRE,426955960
"Vanguard Group, Inc. (The)",CDW,2513354421
Blackrock Inc.,CDW,1672388162
"Select Equity Group, Inc.",CDW,1144807010
"AllianceBernstein, L.P.",CDW,824635479
State Street Corporation,CDW,803887033
"FMR, LLC",CDW,767084956
"Wellington Management Group, LLP",CDW,686912598
Mawer Investment Management Limited,CDW,600834892
Longview Partners (Guernsey) LTD,CDW,552318229
"Neuberger Berman Group, LLC",CDW,446479977
"Vanguard Group, Inc. (The)",CE,1548979917
"Berkshire Hathaway, Inc",CE,1076921133
Blackrock Inc.,CE,938227541
Dodge & Cox Inc,CE,840725558
"Wellington Management Group, LLP",CE,688544099
State Street Corporation,CE,592358054
Brown Brothers Harriman & Co,CE,282133805
"Geode Capital Management, LLC",CE,255661441
Bank Of New York Mellon Corporation,CE,254838876
Wells Fargo & Company,CE,250739697
"Vanguard Group, Inc. (The)",CNC,5527916847
Capital World Investors,CNC,4021881015
Blackrock Inc.,CNC,3592356404
"FMR, LLC",CNC,2869851646
Price (T.Rowe) Associates Inc,CNC,2573411880
JP Morgan Chase & Company,CNC,2533563447
State Street Corporation,CNC,2049698825
"Wellington Management Group, LLP",CNC,1599586909
Politan Capital Management Lp,CNC,1092688060
Capital International Investors,CNC,1087851161
"Vanguard Group, Inc. (The)",CNP,2227294074
Capital International Investors,CNP,1621163580
Blackrock Inc.,CNP,1582288627
State Street Corporation,CNP,1010918270
Capital Research Global Investors,CNP,714615351
Boston Partners,CNP,710588655
Deutsche Bank Aktiengesellschaft,CNP,584969613
"FMR, LLC",CNP,380752990
"Geode Capital Management, LLC",CNP,363043178
JP Morgan Chase & Company,CNP,312159899
Price (T.Rowe) Associates Inc,CDAY,990626852
"Select Equity Group, Inc.",CDAY,971471742
Capital Research Global Investors,CDAY,826433704
"Vanguard Group, Inc. (The)",CDAY,750123521
Blackrock Inc.,CDAY,464159130
"Wellington Management Group, LLP",CDAY,434850229
Janus Henderson Group PLC,CDAY,316036364
"Cannae Holdings, Inc.",CDAY,282480000
Capital International Investors,CDAY,253005283
State Street Corporation,CDAY,232507122
"Vanguard Group, Inc. (The)",CF,2236782115
Blackrock Inc.,CF,1685579109
"FMR, LLC",CF,1667956793
Price (T.Rowe) Associates Inc,CF,964090774
State Street Corporation,CF,766315179
"Geode Capital Management, LLC",CF,402404960
Invesco Ltd.,CF,403887832
Northern Trust Corporation,CF,308941428
Capital World Investors,CF,296689754
Bank Of New York Mellon Corporation,CF,280710968
"Vanguard Group, Inc. (The)",CRL,1277407747
Blackrock Inc.,CRL,1139649581
State Street Corporation,CRL,430519836
Kayne Anderson Rudnick Investment Management LLC,CRL,344454683
"FMR, LLC",CRL,326096913
"ClearBridge Investments, LLC",CRL,314253887
Price (T.Rowe) Associates Inc,CRL,236285359
"William Blair Investment Management, LLC",CRL,215082430
"Allspring Global Investments Holdings, LLC",CRL,192145089
"Geode Capital Management, LLC",CRL,207281939
"Vanguard Group, Inc. (The)",SCHW,7698300346
Blackrock Inc.,SCHW,6785420613
Dodge & Cox Inc,SCHW,4993902812
"Wellington Management Group, LLP",SCHW,4782058124
State Street Corporation,SCHW,4097139665
Price (T.Rowe) Associates Inc,SCHW,3999196702
Massachusetts Financial Services Co.,SCHW,2111317081
JP Morgan Chase & Company,SCHW,1897818151
"Geode Capital Management, LLC",SCHW,1608302940
"AllianceBernstein, L.P.",SCHW,1221628578
Capital International Investors,CHTR,3970233730
Blackrock Inc.,CHTR,3802240425
"Vanguard Group, Inc. (The)",CHTR,3617583850
Dodge & Cox Inc,CHTR,3170402888
State Street Corporation,CHTR,2485034392
Massachusetts Financial Services Co.,CHTR,2438032400
Harris Associates L.P.,CHTR,1951571288
"Berkshire Hathaway, Inc",CHTR,1793973726
JP Morgan Chase & Company,CHTR,1254795493
Veritas Asset Management LLP,CHTR,1205800842
"Vanguard Group, Inc. (The)",CVX,23731704187
"Berkshire Hathaway, Inc",CVX,23373304772
State Street Corporation,CVX,19866204146
Blackrock Inc.,CVX,19798415109
Bank of America Corporation,CVX,5238595153
"Geode Capital Management, LLC",CVX,5061769114
Morgan Stanley,CVX,4228029306
Norges Bank Investment Management,CVX,3111593572
Northern Trust Corporation,CVX,3651310627
Capital International Investors,CVX,3167497853
Price (T.Rowe) Associates Inc,CMG,3538509669
"Vanguard Group, Inc. (The)",CMG,3276027548
Blackrock Inc.,CMG,2540425810
Edgewood Management Company,CMG,1550852213
"Pershing Square Capital Management, L.P.",CMG,1444794210
State Street Corporation,CMG,1376674198
Capital World Investors,CMG,1275811246
Capital International Investors,CMG,1174301199
JP Morgan Chase & Company,CMG,1023469541
"FMR, LLC",CMG,793285893
"Vanguard Group, Inc. (The)",CB,7432439357
Blackrock Inc.,CB,5534505849
"Wellington Management Group, LLP",CB,4709006276
Price (T.Rowe) Associates Inc,CB,4607091931
Capital International Investors,CB,3954480732
State Street Corporation,CB,3942326191
Massachusetts Financial Services Co.,CB,2515251911
"FMR, LLC",CB,2363472100
Capital World Investors,CB,1873891183
"Geode Capital Management, LLC",CB,1508412006
"Vanguard Group, Inc. (The)",CHD,2660231906
Blackrock Inc.,CHD,1822353763
State Street Corporation,CHD,1123743601
Fundsmith LLP,CHD,782445224
Massachusetts Financial Services Co.,CHD,594269165
"Geode Capital Management, LLC",CHD,461664921
Capital International Investors,CHD,448271659
"Allspring Global Investments Holdings, LLC",CHD,314400510
Stifel Financial Corporation,CHD,354620105
"Neuberger Berman Group, LLC",CHD,310900986
Blackrock Inc.,CI,7381268722
"Vanguard Group, Inc. (The)",CI,6845992140
Dodge & Cox Inc,CI,4388740345
Price (T.Rowe) Associates Inc,CI,4142040036
State Street Corporation,CI,3862695396
"FMR, LLC",CI,3762890095
Massachusetts Financial Services Co.,CI,3159786101
Capital World Investors,CI,2748239012
"Sanders Capital, LLC",CI,1964828046
"Geode Capital Management, LLC",CI,1450893949
"Vanguard Group, Inc. (The)",CINF,2189717319
Blackrock Inc.,CINF,1369028854
"Aristotle Capital Management, LLC",CINF,1123965986
State Street Corporation,CINF,987068550
Bank of America Corporation,CINF,398112434
"Geode Capital Management, LLC",CINF,359599203
"London Company of Virginia, (The)",CINF,326301103
"Charles Schwab Investment Management, Inc.",CINF,307302971
Royal Bank of Canada,CINF,276644919
Northern Trust Corporation,CINF,218197422
"Vanguard Group, Inc. (The)",CTAS,3724145647
Blackrock Inc.,CTAS,2690923193
State Street Corporation,CTAS,1423739850
"FMR, LLC",CTAS,743056505
"Geode Capital Management, LLC",CTAS,655890291
Price (T.Rowe) Associates Inc,CTAS,555916481
Brown Advisory Inc.,CTAS,547519153
"Franklin Resources, Inc.",CTAS,518609052
"Ameriprise Financial, Inc.",CTAS,405382023
Royal Bank of Canada,CTAS,404482189
"Vanguard Group, Inc. (The)",CSCO,15869373614
Blackrock Inc.,CSCO,14983332664
State Street Corporation,CSCO,7797225616
"Geode Capital Management, LLC",CSCO,3181242522
Bank Of New York Mellon Corporation,CSCO,3033395145
Bank of America Corporation,CSCO,2859994979
"Charles Schwab Investment Management, Inc.",CSCO,2768332752
"Wellington Management Group, LLP",CSCO,2456036753
Northern Trust Corporation,CSCO,2278376510
Morgan Stanley,CSCO,2189453562
"Vanguard Group, Inc. (The)",C,7558995824
Blackrock Inc.,C,7487448537
State Street Corporation,C,3946733717
"Berkshire Hathaway, Inc",C,2536615104
